country,type,topic,sum,prop
Peru,methods,community studies,44.31934759,0.124843233
Uruguay,methods,community studies,3.994746593,0.027175147
Venezuela,methods,community studies,5.624324676,0.039330942
Argentina,methods,spatial methods,117.3284564,0.069466226
Bahamas,methods,spatial methods,0.101886792,0.101886792
Belize,methods,spatial methods,5.175507432,0.070897362
Bolivia,methods,spatial methods,22.00551376,0.092850269
Brazil,methods,spatial methods,431.8700224,0.076831529
Chile,methods,spatial methods,78.87643873,0.073992907
Colombia,methods,spatial methods,31.99789882,0.086950812
Costa.Rica,methods,spatial methods,15.2434329,0.083297448
Cuba,methods,spatial methods,0.04977749,0.012444372
Ecuador,methods,spatial methods,24.23351111,0.08876744
El.Salvador,methods,spatial methods,0.763876479,0.09548456
Guatemala,methods,spatial methods,1.057273965,0.070484931
Honduras,methods,spatial methods,0.047652527,0.015884176
Jamaica,methods,spatial methods,0.029194239,0.029194239
Mexico,methods,spatial methods,173.4013828,0.075920045
Nicaragua,methods,spatial methods,0.002207506,0.002207506
Panama,methods,spatial methods,8.73278188,0.078673711
Paraguay,methods,spatial methods,1.81255713,0.054925974
Peru,methods,spatial methods,33.68904577,0.09489872
Uruguay,methods,spatial methods,12.63137857,0.085927745
Venezuela,methods,spatial methods,8.157448241,0.057045093
Argentina,methods,isotopes,93.2690058,0.055221436
Bahamas,methods,isotopes,0.006289308,0.006289308
Belize,methods,isotopes,8.106953047,0.111054151
Bolivia,methods,isotopes,11.915742,0.050277392
Brazil,methods,isotopes,243.4103371,0.043303743
Chile,methods,isotopes,72.36617988,0.067885722
Colombia,methods,isotopes,17.05076495,0.0463336
Costa.Rica,methods,isotopes,17.72230975,0.096843223
Cuba,methods,isotopes,0.071891952,0.017972988
Ecuador,methods,isotopes,11.29387814,0.041369517
El.Salvador,methods,isotopes,1.255936665,0.156992083
Guatemala,methods,isotopes,2.996899307,0.199793287
Honduras,methods,isotopes,0.273015828,0.091005276
Jamaica,methods,isotopes,0.00116777,0.00116777
Mexico,methods,isotopes,151.219509,0.066208191
Nicaragua,methods,isotopes,0.002207506,0.002207506
Panama,methods,isotopes,13.49643721,0.121589524
Paraguay,methods,isotopes,2.755879995,0.083511515
Peru,methods,isotopes,27.56954308,0.077660685
Uruguay,methods,isotopes,9.235834141,0.062828804
Venezuela,methods,isotopes,7.043869779,0.049257831
Argentina,methods,temporal analysis,311.7416077,0.184571704
Bahamas,methods,temporal analysis,0.260377358,0.260377358
Belize,methods,temporal analysis,6.304937419,0.086369006
Bolivia,methods,temporal analysis,25.27012835,0.106625014
Brazil,methods,temporal analysis,656.2765054,0.116754404
Chile,methods,temporal analysis,170.3918712,0.159842281
Colombia,methods,temporal analysis,35.05942959,0.095270189
Costa.Rica,methods,temporal analysis,17.87805318,0.09769428
Cuba,methods,temporal analysis,0.332961995,0.083240499
Ecuador,methods,temporal analysis,22.8428872,0.08367358
El.Salvador,methods,temporal analysis,0.789004571,0.098625571
Guatemala,methods,temporal analysis,0.825969852,0.055064657
Honduras,methods,temporal analysis,0.603450666,0.201150222
Jamaica,methods,temporal analysis,0.00116777,0.00116777
Mexico,methods,temporal analysis,284.52148,0.124571576
Nicaragua,methods,temporal analysis,0.033112583,0.033112583
Panama,methods,temporal analysis,8.174365912,0.073642936
Paraguay,methods,temporal analysis,5.935937793,0.179876903
Peru,methods,temporal analysis,35.99508673,0.101394611
Uruguay,methods,temporal analysis,25.16967708,0.171222293
Venezuela,methods,temporal analysis,18.95517016,0.132553637
Argentina,methods,remote sensing,59.75816033,0.035380794
Bahamas,methods,remote sensing,0.038993711,0.038993711
Belize,methods,remote sensing,3.445044434,0.04719239
Bolivia,methods,remote sensing,11.07593203,0.04673389
Brazil,methods,remote sensing,194.9379699,0.034680301
Chile,methods,remote sensing,32.13149081,0.030142111
Colombia,methods,remote sensing,9.997249264,0.027166438
Costa.Rica,methods,remote sensing,3.43822152,0.018788096
Cuba,methods,remote sensing,0.017039548,0.004259887
Ecuador,methods,remote sensing,6.463212543,0.023674771
El.Salvador,methods,remote sensing,0.02505324,0.003131655
Guatemala,methods,remote sensing,1.07380623,0.071587082
Honduras,methods,remote sensing,0.060453779,0.02015126
Jamaica,methods,remote sensing,0.00116777,0.00116777
Mexico,methods,remote sensing,83.65673162,0.036627291
Nicaragua,methods,remote sensing,0.002207506,0.002207506
Panama,methods,remote sensing,2.736257048,0.024650964
Paraguay,methods,remote sensing,1.71604594,0.052001392
Peru,methods,remote sensing,16.62479751,0.046830416
Uruguay,methods,remote sensing,2.664002957,0.018122469
Venezuela,methods,remote sensing,4.325676615,0.030249487
Argentina,methods,simulation modeling,109.0988134,0.064593732
Bahamas,methods,simulation modeling,0.066666667,0.066666667
Belize,methods,simulation modeling,4.364966836,0.059794066
Bolivia,methods,simulation modeling,15.68365903,0.066175776
Brazil,methods,simulation modeling,430.4756075,0.076583456
Chile,methods,simulation modeling,85.14183963,0.079870394
Colombia,methods,simulation modeling,28.83019956,0.078342934
Costa.Rica,methods,simulation modeling,14.07704975,0.076923769
Cuba,methods,simulation modeling,0.016127558,0.00403189
Ecuador,methods,simulation modeling,31.00855316,0.113584444
El.Salvador,methods,simulation modeling,0.205065169,0.025633146
Guatemala,methods,simulation modeling,0.426121702,0.028408113
Honduras,methods,simulation modeling,0.03800589,0.01266863
Jamaica,methods,simulation modeling,0.001946283,0.001946283
Mexico,methods,simulation modeling,183.0205552,0.080131592
Nicaragua,methods,simulation modeling,0.002207506,0.002207506
Panama,methods,simulation modeling,9.54731095,0.08601181
Paraguay,methods,simulation modeling,1.614489196,0.048923915
Peru,methods,simulation modeling,31.66148606,0.089187285
Uruguay,methods,simulation modeling,12.56908656,0.08550399
Venezuela,methods,simulation modeling,6.952169531,0.04861657
Argentina,methods,risk assessment,37.40022376,0.022143413
Bahamas,methods,risk assessment,0.001257862,0.001257862
Belize,methods,risk assessment,1.408707507,0.019297363
Bolivia,methods,risk assessment,6.045714784,0.025509345
Brazil,methods,risk assessment,122.6641825,0.021822484
Chile,methods,risk assessment,26.28129211,0.02465412
Colombia,methods,risk assessment,12.28987528,0.0333964
Costa.Rica,methods,risk assessment,3.335946276,0.018229215
Cuba,methods,risk assessment,0.023987666,0.005996916
Ecuador,methods,risk assessment,6.893180587,0.025249746
El.Salvador,methods,risk assessment,0.514881184,0.064360148
Guatemala,methods,risk assessment,0.07671376,0.005114251
Honduras,methods,risk assessment,0.004287507,0.001429169
Jamaica,methods,risk assessment,0.000389257,0.000389257
Mexico,methods,risk assessment,69.86882178,0.030590552
Nicaragua,methods,risk assessment,0.002207506,0.002207506
Panama,methods,risk assessment,1.808932014,0.016296685
Paraguay,methods,risk assessment,0.776653831,0.023534965
Peru,methods,risk assessment,22.376057,0.063031146
Uruguay,methods,risk assessment,1.963988579,0.013360467
Venezuela,methods,risk assessment,3.756256213,0.026267526
Argentina,methods,signal processing,35.85564004,0.021228917
Bahamas,methods,signal processing,0.011320755,0.011320755
Belize,methods,signal processing,1.466716606,0.020092008
Bolivia,methods,signal processing,3.481779306,0.014691052
Brazil,methods,signal processing,110.6060812,0.019677296
Chile,methods,signal processing,37.84274749,0.035499763
Colombia,methods,signal processing,9.412579219,0.025577661
Costa.Rica,methods,signal processing,1.77387694,0.009693317
Cuba,methods,signal processing,0.031250859,0.007812715
Ecuador,methods,signal processing,4.389279527,0.016077947
El.Salvador,methods,signal processing,0.542905619,0.067863202
Guatemala,methods,signal processing,0.14462195,0.009641463
Honduras,methods,signal processing,0.011886674,0.003962225
Jamaica,methods,signal processing,0.873880888,0.873880888
Mexico,methods,signal processing,66.60181033,0.029160162
Nicaragua,methods,signal processing,0.002207506,0.002207506
Panama,methods,signal processing,1.351661058,0.012177127
Paraguay,methods,signal processing,0.436006806,0.013212327
Peru,methods,signal processing,7.998064079,0.022529758
Uruguay,methods,signal processing,3.042226376,0.020695418
Venezuela,methods,signal processing,2.356872705,0.016481627
Argentina,methods,analytical chemistry,98.64242164,0.058402855
Bahamas,methods,analytical chemistry,0.006289308,0.006289308
Belize,methods,analytical chemistry,3.355304482,0.045963075
Bolivia,methods,analytical chemistry,8.263972866,0.034869084
Brazil,methods,analytical chemistry,545.5697615,0.0970592
Chile,methods,analytical chemistry,73.93369567,0.069356187
Colombia,methods,analytical chemistry,28.53896584,0.077551538
Costa.Rica,methods,analytical chemistry,6.452189986,0.035257869
Cuba,methods,analytical chemistry,1.407845249,0.351961312
Ecuador,methods,analytical chemistry,9.020535635,0.033042255
El.Salvador,methods,analytical chemistry,0.112641319,0.014080165
Guatemala,methods,analytical chemistry,1.037937495,0.069195833
Honduras,methods,analytical chemistry,0.150923796,0.050307932
Jamaica,methods,analytical chemistry,0.000389257,0.000389257
Mexico,methods,analytical chemistry,130.2490456,0.057026727
Nicaragua,methods,analytical chemistry,0.328918322,0.328918322
Panama,methods,analytical chemistry,2.692740496,0.024258923
Paraguay,methods,analytical chemistry,0.904614496,0.02741256
Peru,methods,analytical chemistry,14.00637244,0.03945457
Uruguay,methods,analytical chemistry,8.502664541,0.057841255
Venezuela,methods,analytical chemistry,12.65749872,0.088513977
Argentina,general,physical sciences,745.6159328,0.441454075
Bahamas,general,physical sciences,0.403019275,0.403019275
Belize,general,physical sciences,37.31458569,0.511158708
Bolivia,general,physical sciences,117.7289673,0.496746698
Brazil,general,physical sciences,2225.874201,0.395992564
Chile,general,physical sciences,505.5925263,0.474289424
Colombia,general,physical sciences,147.8552608,0.4017806
Costa.Rica,general,physical sciences,88.3891794,0.48300098
Cuba,general,physical sciences,1.407203346,0.351800836
Ecuador,general,physical sciences,117.2574613,0.42951451
El.Salvador,general,physical sciences,5.078531099,0.634816387
Guatemala,general,physical sciences,8.450937608,0.563395841
Honduras,general,physical sciences,0.892867986,0.297622662
Jamaica,general,physical sciences,0.191594271,0.191594271
Mexico,general,physical sciences,1078.748324,0.472306622
Nicaragua,general,physical sciences,0.255009107,0.255009107
Panama,general,physical sciences,50.5692342,0.455578687
Paraguay,general,physical sciences,16.70826535,0.506311071
Peru,general,physical sciences,188.6797467,0.531492244
Uruguay,general,physical sciences,55.52910836,0.377749036
Venezuela,general,physical sciences,69.0975809,0.483199866
Argentina,general,life sciences,658.0202242,0.389591607
Bahamas,general,life sciences,0.584040976,0.584040976
Belize,general,life sciences,24.58713716,0.336810098
Bolivia,general,life sciences,51.03420577,0.215334202
Brazil,general,life sciences,2063.700631,0.36714119
Chile,general,life sciences,326.0234081,0.305838094
Colombia,general,life sciences,117.4107985,0.319051083
Costa.Rica,general,life sciences,60.60856229,0.331194329
Cuba,general,life sciences,1.513772219,0.378443055
Ecuador,general,life sciences,75.02136705,0.274803542
El.Salvador,general,life sciences,0.70677247,0.088346559
Guatemala,general,life sciences,3.626986881,0.241799125
Honduras,general,life sciences,1.104202302,0.368067434
Jamaica,general,life sciences,0.089457619,0.089457619
Mexico,general,life sciences,687.3849905,0.300956651
Nicaragua,general,life sciences,0.650273224,0.650273224
Panama,general,life sciences,41.45289812,0.373449533
Paraguay,general,life sciences,6.681414083,0.202467093
Peru,general,life sciences,72.2388469,0.20348971
Uruguay,general,life sciences,59.95261904,0.407840946
Venezuela,general,life sciences,48.48436756,0.339051521
Argentina,general,mathematics & statistics,135.8526665,0.080433787
Bahamas,general,mathematics & statistics,0.00283057,0.00283057
Belize,general,mathematics & statistics,4.047795669,0.055449256
Bolivia,general,mathematics & statistics,14.66544352,0.061879509
Brazil,general,mathematics & statistics,441.2136061,0.078493792
Chile,general,mathematics & statistics,91.46171102,0.085798978
Colombia,general,mathematics & statistics,28.55856404,0.077604794
Costa.Rica,general,mathematics & statistics,12.82444488,0.070078934
Cuba,general,mathematics & statistics,0.219973629,0.054993407
Ecuador,general,mathematics & statistics,24.56615484,0.089985915
El.Salvador,general,mathematics & statistics,0.706428786,0.088303598
Guatemala,general,mathematics & statistics,1.372988628,0.091532575
Honduras,general,mathematics & statistics,0.134969602,0.044989867
Jamaica,general,mathematics & statistics,0.012444236,0.012444236
Mexico,general,mathematics & statistics,158.8952928,0.069568867
Nicaragua,general,mathematics & statistics,0.012750455,0.012750455
Panama,general,mathematics & statistics,10.6228387,0.09570125
Paraguay,general,mathematics & statistics,2.676422115,0.0811037
Peru,general,mathematics & statistics,21.84537359,0.061536264
Uruguay,general,mathematics & statistics,14.27622731,0.097117193
Venezuela,general,mathematics & statistics,8.514561523,0.059542388
Argentina,general,engineering,103.3758558,0.061205362
Bahamas,general,engineering,0.008087343,0.008087343
Belize,general,engineering,3.586383856,0.049128546
Bolivia,general,engineering,24.42765314,0.103070266
Brazil,general,engineering,710.8875906,0.12646995
Chile,general,engineering,102.8508109,0.096482937
Colombia,general,engineering,50.74777727,0.137901569
Costa.Rica,general,engineering,11.0860746,0.060579643
Cuba,general,engineering,0.840150487,0.210037622
Ecuador,general,engineering,25.60773069,0.093801211
El.Salvador,general,engineering,1.214617452,0.151827181
Guatemala,general,engineering,0.818703721,0.054580248
Honduras,general,engineering,0.152692688,0.050897563
Jamaica,general,engineering,0.60154966,0.60154966
Mexico,general,engineering,267.1173266,0.116951544
Nicaragua,general,engineering,0.072859745,0.072859745
Panama,general,engineering,5.308455743,0.047823926
Paraguay,general,engineering,3.464519358,0.104985435
Peru,general,engineering,41.44167361,0.116737109
Uruguay,general,engineering,13.25313643,0.090157391
Venezuela,general,engineering,12.54365682,0.08771788
Argentina,general,social sciences,46.13532072,0.027315169
Bahamas,general,social sciences,0.002021836,0.002021836
Belize,general,social sciences,3.46409763,0.047453392
Bolivia,general,social sciences,29.14373022,0.122969326
Brazil,general,social sciences,179.323972,0.031902503
Chile,general,social sciences,40.07154363,0.037590566
Colombia,general,social sciences,23.42759933,0.063661955
Costa.Rica,general,social sciences,10.09173884,0.055146114
Cuba,general,social sciences,0.018900319,0.00472508
Ecuador,general,social sciences,30.54728609,0.111894821
El.Salvador,general,social sciences,0.293650193,0.036706274
Guatemala,general,social sciences,0.730383163,0.048692211
Honduras,general,social sciences,0.715267422,0.238422474
Jamaica,general,social sciences,0.104954215,0.104954215
Mexico,general,social sciences,91.85406631,0.040216316
Nicaragua,general,social sciences,0.009107468,0.009107468
Panama,general,social sciences,3.046573231,0.027446606
Paraguay,general,social sciences,3.469379096,0.1051327
Peru,general,social sciences,30.79435924,0.086744674
Uruguay,general,social sciences,3.988908859,0.027135434
Venezuela,general,social sciences,4.359833194,0.030488344
Argentina,budget,oceanography,124.1576485,0.073509561
Bahamas,budget,oceanography,0.001876173,0.001876173
Belize,budget,oceanography,7.972838102,0.10921696
Bolivia,budget,oceanography,17.6514875,0.07447885
Brazil,budget,oceanography,353.4838689,0.062886296
Chile,budget,oceanography,140.6451087,0.13193725
Colombia,budget,oceanography,26.03833528,0.070756346
Costa.Rica,budget,oceanography,15.33285297,0.083786082
Cuba,budget,oceanography,0.374375462,0.093593866
Ecuador,budget,oceanography,21.38705217,0.07834085
El.Salvador,budget,oceanography,0.479073081,0.059884135
Guatemala,budget,oceanography,1.120554465,0.074703631
Honduras,budget,oceanography,0.444547517,0.148182506
Jamaica,budget,oceanography,0.808917197,0.808917197
Mexico,budget,oceanography,187.207753,0.081964866
Nicaragua,budget,oceanography,0.008130081,0.008130081
Panama,budget,oceanography,13.46838857,0.121336834
Paraguay,budget,oceanography,1.506389003,0.045648152
Peru,budget,oceanography,64.73774884,0.182359856
Uruguay,budget,oceanography,18.74011961,0.127483807
Venezuela,budget,oceanography,9.422483087,0.06589149
Argentina,budget,groundwater flow,86.67997758,0.051320295
Bahamas,budget,groundwater flow,0.001876173,0.001876173
Belize,budget,groundwater flow,3.484594978,0.047734178
Bolivia,budget,groundwater flow,8.417424804,0.03551656
Brazil,budget,groundwater flow,319.5314734,0.056846019
Chile,budget,groundwater flow,66.71557503,0.062584967
Colombia,budget,groundwater flow,22.72253495,0.061746019
Costa.Rica,budget,groundwater flow,10.5354677,0.057570862
Cuba,budget,groundwater flow,0.077507384,0.019376846
Ecuador,budget,groundwater flow,14.88929754,0.054539551
El.Salvador,budget,groundwater flow,0.811789298,0.101473662
Guatemala,budget,groundwater flow,1.031148539,0.068743236
Honduras,budget,groundwater flow,0.032975054,0.010991685
Jamaica,budget,groundwater flow,0.006369427,0.006369427
Mexico,budget,groundwater flow,135.6258396,0.05938084
Nicaragua,budget,groundwater flow,0.008130081,0.008130081
Panama,budget,groundwater flow,4.038541245,0.036383254
Paraguay,budget,groundwater flow,0.874328944,0.026494816
Peru,budget,groundwater flow,21.91487631,0.061732046
Uruguay,budget,groundwater flow,5.100413662,0.034696692
Venezuela,budget,groundwater flow,6.913083366,0.04834324
Argentina,budget,solar radiation,90.54125005,0.053606424
Bahamas,budget,solar radiation,0.125703565,0.125703565
Belize,budget,solar radiation,3.154285643,0.043209392
Bolivia,budget,solar radiation,8.574160575,0.036177893
Brazil,budget,solar radiation,286.0255641,0.050885174
Chile,budget,solar radiation,63.76272868,0.059814942
Colombia,budget,solar radiation,16.96731564,0.046106836
Costa.Rica,budget,solar radiation,7.355527102,0.040194137
Cuba,budget,solar radiation,0.083033267,0.020758317
Ecuador,budget,solar radiation,11.56641528,0.042367822
El.Salvador,budget,solar radiation,0.253059213,0.031632402
Guatemala,budget,solar radiation,0.276990106,0.018466007
Honduras,budget,solar radiation,0.064113124,0.021371041
Jamaica,budget,solar radiation,0.006369427,0.006369427
Mexico,budget,solar radiation,120.8134711,0.052895565
Nicaragua,budget,solar radiation,0.056910569,0.056910569
Panama,budget,solar radiation,5.14114769,0.046316646
Paraguay,budget,solar radiation,0.561137949,0.01700418
Peru,budget,solar radiation,11.22092708,0.031608245
Uruguay,budget,solar radiation,7.36016495,0.050069149
Venezuela,budget,solar radiation,8.236838393,0.057600268
Argentina,budget,watershed hydrolgical processes,63.56177444,0.037632785
Bahamas,budget,watershed hydrolgical processes,0.004377736,0.004377736
Belize,budget,watershed hydrolgical processes,2.675110995,0.036645356
Bolivia,budget,watershed hydrolgical processes,8.848626418,0.037335976
Brazil,budget,watershed hydrolgical processes,290.1071305,0.051611302
Chile,budget,watershed hydrolgical processes,55.01084751,0.051604923
Colombia,budget,watershed hydrolgical processes,21.60060711,0.058697302
Costa.Rica,budget,watershed hydrolgical processes,15.68390053,0.085704374
Cuba,budget,watershed hydrolgical processes,0.246974656,0.061743664
Ecuador,budget,watershed hydrolgical processes,32.07532155,0.11749202
El.Salvador,budget,watershed hydrolgical processes,0.983024198,0.122878025
Guatemala,budget,watershed hydrolgical processes,1.074751829,0.071650122
Honduras,budget,watershed hydrolgical processes,0.356178977,0.118726326
Jamaica,budget,watershed hydrolgical processes,0.006369427,0.006369427
Mexico,budget,watershed hydrolgical processes,91.7451923,0.040168648
Nicaragua,budget,watershed hydrolgical processes,0.056910569,0.056910569
Panama,budget,watershed hydrolgical processes,14.9842141,0.13499292
Paraguay,budget,watershed hydrolgical processes,1.72416433,0.052247404
Peru,budget,watershed hydrolgical processes,18.10972014,0.051013296
Uruguay,budget,watershed hydrolgical processes,8.754039421,0.059551289
Venezuela,budget,watershed hydrolgical processes,5.504015622,0.03848962
Argentina,budget,salt water,52.11813766,0.030857394
Bahamas,budget,salt water,0.114446529,0.114446529
Belize,budget,salt water,3.933104406,0.053878143
Bolivia,budget,salt water,5.439032157,0.022949503
Brazil,budget,salt water,146.0464671,0.025982293
Chile,budget,salt water,33.19262916,0.031137551
Colombia,budget,salt water,8.948031675,0.024315303
Costa.Rica,budget,salt water,1.497694958,0.008184125
Cuba,budget,salt water,0.014070872,0.003517718
Ecuador,budget,salt water,3.195822603,0.01170631
El.Salvador,budget,salt water,0.246001074,0.030750134
Guatemala,budget,salt water,0.153664837,0.010244322
Honduras,budget,salt water,0.011940001,0.00398
Jamaica,budget,salt water,0.031847134,0.031847134
Mexico,budget,salt water,89.21832153,0.039062312
Nicaragua,budget,salt water,0.008130081,0.008130081
Panama,budget,salt water,1.885538475,0.016986833
Paraguay,budget,salt water,0.744335289,0.022555615
Peru,budget,salt water,5.407132344,0.015231359
Uruguay,budget,salt water,6.34588356,0.043169276
Venezuela,budget,salt water,5.527710476,0.038655318
Argentina,budget,soil,202.3903201,0.11982849
Bahamas,budget,soil,0.010631645,0.010631645
Belize,budget,soil,10.2602209,0.140550971
Bolivia,budget,soil,19.37922656,0.081768888
Brazil,budget,soil,640.753015,0.113992709
Chile,budget,soil,103.6281691,0.097212166
Colombia,budget,soil,35.5823463,0.096691158
Costa.Rica,budget,soil,19.53941419,0.106772755
Cuba,budget,soil,0.218404726,0.054601181
Ecuador,budget,soil,33.94825399,0.124352579
El.Salvador,budget,soil,0.129372383,0.016171548
Guatemala,budget,soil,1.37790113,0.091860075
Honduras,budget,soil,0.197560127,0.065853376
Jamaica,budget,soil,0.01910828,0.01910828
Mexico,budget,soil,182.982203,0.0801148
Nicaragua,budget,soil,0.024390244,0.024390244
Panama,budget,soil,18.03991086,0.162521719
Paraguay,budget,soil,0.861137267,0.026095069
Peru,budget,soil,18.98197978,0.053470366
Uruguay,budget,soil,9.510289072,0.064695844
Venezuela,budget,soil,16.87998662,0.118041864
Argentina,budget,reservoirs,48.01099122,0.02842569
Bahamas,budget,reservoirs,0.000625391,0.000625391
Belize,budget,reservoirs,1.942059936,0.026603561
Bolivia,budget,reservoirs,7.072511575,0.029841821
Brazil,budget,reservoirs,423.9591152,0.075424144
Chile,budget,reservoirs,28.44186205,0.026680921
Colombia,budget,reservoirs,11.54387946,0.031369238
Costa.Rica,budget,reservoirs,4.427375675,0.02419331
Cuba,budget,reservoirs,0.73309964,0.18327491
Ecuador,budget,reservoirs,9.047643665,0.033141552
El.Salvador,budget,reservoirs,1.033667208,0.129208401
Guatemala,budget,reservoirs,0.831614337,0.055440956
Honduras,budget,reservoirs,0.011940001,0.00398
Jamaica,budget,reservoirs,0.006369427,0.006369427
Mexico,budget,reservoirs,93.24493169,0.040825277
Nicaragua,budget,reservoirs,0.008130081,0.008130081
Panama,budget,reservoirs,2.767879005,0.024935847
Paraguay,budget,reservoirs,1.085128241,0.032882674
Peru,budget,reservoirs,9.950562839,0.028029754
Uruguay,budget,reservoirs,5.576603693,0.03793608
Venezuela,budget,reservoirs,5.203110582,0.036385389
Argentina,budget,irrigation,66.45000178,0.039342807
Bahamas,budget,irrigation,0.001876173,0.001876173
Belize,budget,irrigation,3.055552892,0.041856889
Bolivia,budget,irrigation,19.43378086,0.081999075
Brazil,budget,irrigation,302.6983444,0.053851333
Chile,budget,irrigation,78.84726243,0.073965537
Colombia,budget,irrigation,14.2982168,0.03885385
Costa.Rica,budget,irrigation,5.053607212,0.02761534
Cuba,budget,irrigation,0.069769858,0.017442465
Ecuador,budget,irrigation,22.48371635,0.082357935
El.Salvador,budget,irrigation,0.771777391,0.096472174
Guatemala,budget,irrigation,0.119677708,0.007978514
Honduras,budget,irrigation,0.540481228,0.180160409
Jamaica,budget,irrigation,0.006369427,0.006369427
Mexico,budget,irrigation,129.5585412,0.056724405
Nicaragua,budget,irrigation,0.008130081,0.008130081
Panama,budget,irrigation,2.77615009,0.025010361
Paraguay,budget,irrigation,0.419571996,0.012714303
Peru,budget,irrigation,27.75666006,0.078187775
Uruguay,budget,irrigation,7.670666987,0.052181408
Venezuela,budget,irrigation,6.353976318,0.044433401
Argentina,budget,canopy interception,30.42741925,0.01801505
Bahamas,budget,canopy interception,0.005628518,0.005628518
Belize,budget,canopy interception,2.040051315,0.027945908
Bolivia,budget,canopy interception,4.155863151,0.017535288
Brazil,budget,canopy interception,157.4925941,0.028018608
Chile,budget,canopy interception,41.20621286,0.038654984
Colombia,budget,canopy interception,13.41988171,0.03646707
Costa.Rica,budget,canopy interception,16.19410091,0.088492355
Cuba,budget,canopy interception,0.036580382,0.009145095
Ecuador,budget,canopy interception,24.21792167,0.088710336
El.Salvador,budget,canopy interception,0.135812631,0.016976579
Guatemala,budget,canopy interception,0.620312296,0.041354153
Honduras,budget,canopy interception,0.147246555,0.049082185
Jamaica,budget,canopy interception,0.01910828,0.01910828
Mexico,budget,canopy interception,70.43112528,0.030836745
Nicaragua,budget,canopy interception,0.008130081,0.008130081
Panama,budget,canopy interception,12.20930122,0.109993705
Paraguay,budget,canopy interception,0.287459927,0.008710907
Peru,budget,canopy interception,9.479167342,0.02670188
Uruguay,budget,canopy interception,2.891782197,0.019671988
Venezuela,budget,canopy interception,10.63258091,0.074353713
Argentina,budget,lakes,191.5696959,0.113421963
Bahamas,budget,lakes,0.614759225,0.614759225
Belize,budget,lakes,3.712922398,0.050861951
Bolivia,budget,lakes,21.97451726,0.092719482
Brazil,budget,lakes,362.4265735,0.064477241
Chile,budget,lakes,39.78749063,0.0373241
Colombia,budget,lakes,16.23340241,0.044112507
Costa.Rica,budget,lakes,6.194660967,0.033850606
Cuba,budget,lakes,0.169518592,0.042379648
Ecuador,budget,lakes,10.71896332,0.039263602
El.Salvador,budget,lakes,0.03114413,0.003893016
Guatemala,budget,lakes,1.915802346,0.127720156
Honduras,budget,lakes,0.051349944,0.017116648
Jamaica,budget,lakes,0.006369427,0.006369427
Mexico,budget,lakes,120.0341227,0.052554344
Nicaragua,budget,lakes,0.674796748,0.674796748
Panama,budget,lakes,3.097005372,0.027900949
Paraguay,budget,lakes,1.291379634,0.039132716
Peru,budget,lakes,18.26263716,0.051444048
Uruguay,budget,lakes,18.66068217,0.126943416
Venezuela,budget,lakes,17.51433073,0.122477837
Argentina,budget,cloud formation and atmospheric science,25.63186205,0.015175762
Bahamas,budget,cloud formation and atmospheric science,0.0068793,0.0068793
Belize,budget,cloud formation and atmospheric science,2.243822468,0.030737294
Bolivia,budget,cloud formation and atmospheric science,6.992970916,0.029506206
Brazil,budget,cloud formation and atmospheric science,105.5854177,0.018784098
Chile,budget,cloud formation and atmospheric science,18.40342738,0.017264003
Colombia,budget,cloud formation and atmospheric science,7.993779104,0.021722226
Costa.Rica,budget,cloud formation and atmospheric science,3.756252994,0.020525973
Cuba,budget,cloud formation and atmospheric science,0.0247756,0.0061939
Ecuador,budget,cloud formation and atmospheric science,6.346042036,0.023245575
El.Salvador,budget,cloud formation and atmospheric science,0.140210023,0.017526253
Guatemala,budget,cloud formation and atmospheric science,0.378192445,0.02521283
Honduras,budget,cloud formation and atmospheric science,0.056933248,0.018977749
Jamaica,budget,cloud formation and atmospheric science,0.006369427,0.006369427
Mexico,budget,cloud formation and atmospheric science,39.47556421,0.017283522
Nicaragua,budget,cloud formation and atmospheric science,0.008130081,0.008130081
Panama,budget,cloud formation and atmospheric science,1.703830963,0.015349828
Paraguay,budget,cloud formation and atmospheric science,0.35641899,0.010800575
Peru,budget,cloud formation and atmospheric science,6.794518299,0.019139488
Uruguay,budget,cloud formation and atmospheric science,3.068139405,0.020871697
Venezuela,budget,cloud formation and atmospheric science,3.735014367,0.026118982
Argentina,budget,wastewater,80.93885751,0.047921171
Bahamas,budget,wastewater,0.001876173,0.001876173
Belize,budget,wastewater,2.762371718,0.037840708
Bolivia,budget,wastewater,14.52496935,0.061286791
Brazil,budget,wastewater,587.8778461,0.104585989
Chile,budget,wastewater,59.49431644,0.055810803
Colombia,budget,wastewater,53.42644741,0.145180564
Costa.Rica,budget,wastewater,7.384479012,0.040352344
Cuba,budget,wastewater,1.007236268,0.251809067
Ecuador,budget,wastewater,14.336517,0.052514714
El.Salvador,budget,wastewater,0.747899235,0.093487404
Guatemala,budget,wastewater,0.817242416,0.054482828
Honduras,budget,wastewater,0.083501818,0.027833939
Jamaica,budget,wastewater,0.006369427,0.006369427
Mexico,budget,wastewater,194.1728393,0.085014378
Nicaragua,budget,wastewater,0.040650407,0.040650407
Panama,budget,wastewater,1.537413229,0.01385057
Paraguay,budget,wastewater,1.471274747,0.044584083
Peru,budget,wastewater,11.14833787,0.031403769
Uruguay,budget,wastewater,5.88961472,0.040065406
Venezuela,budget,wastewater,8.644052997,0.060447923
