country,type,topic,sum,prop
Belize,specific,atmospheric science/meteorology,2.247743119,0.030791002
Bolivia,specific,atmospheric science/meteorology,9.146680577,0.038593589
Brazil,specific,atmospheric science/meteorology,188.4390744,0.033524119
Chile,specific,atmospheric science/meteorology,33.72444826,0.031636443
Colombia,specific,atmospheric science/meteorology,10.72509528,0.029144281
Costa.Rica,specific,atmospheric science/meteorology,7.437779842,0.040643606
Cuba,specific,atmospheric science/meteorology,0.081878131,0.020469533
Ecuador,specific,atmospheric science/meteorology,7.563761994,0.027706088
El.Salvador,specific,atmospheric science/meteorology,0.31228477,0.039035596
Guatemala,specific,atmospheric science/meteorology,0.323992073,0.021599472
Honduras,specific,atmospheric science/meteorology,0.079062811,0.02635427
Jamaica,specific,atmospheric science/meteorology,0.028410425,0.028410425
Mexico,specific,atmospheric science/meteorology,75.60358385,0.033101394
Nicaragua,specific,atmospheric science/meteorology,0.02003643,0.02003643
Panama,specific,atmospheric science/meteorology,5.894801403,0.053106319
Paraguay,specific,atmospheric science/meteorology,0.652972124,0.019787034
Peru,specific,atmospheric science/meteorology,8.439565416,0.023773424
Uruguay,specific,atmospheric science/meteorology,2.838502133,0.019309538
Venezuela,specific,atmospheric science/meteorology,7.76024618,0.054267456
Argentina,specific,botany/plant biology,16.63164512,0.009847037
Bahamas,specific,botany/plant biology,0.003100148,0.003100148
Belize,specific,botany/plant biology,0.188935864,0.002588163
Bolivia,specific,botany/plant biology,0.486978126,0.00205476
Brazil,specific,botany/plant biology,29.45007039,0.005239294
Chile,specific,botany/plant biology,9.548209511,0.008957045
Colombia,specific,botany/plant biology,3.260812543,0.008860904
Costa.Rica,specific,botany/plant biology,1.760405169,0.0096197
Cuba,specific,botany/plant biology,0.006791526,0.001697882
Ecuador,specific,botany/plant biology,1.571285974,0.005755626
El.Salvador,specific,botany/plant biology,0.003170102,0.000396263
Guatemala,specific,botany/plant biology,0.050626533,0.003375102
Honduras,specific,botany/plant biology,0.410406173,0.136802058
Jamaica,specific,botany/plant biology,0.001173985,0.001173985
Mexico,specific,botany/plant biology,19.41572166,0.008500754
Nicaragua,specific,botany/plant biology,0.001821494,0.001821494
Panama,specific,botany/plant biology,3.533007358,0.031828895
Paraguay,specific,botany/plant biology,0.022211417,0.000673073
Peru,specific,botany/plant biology,1.610679858,0.004537126
Uruguay,specific,botany/plant biology,0.610901562,0.004155793
Venezuela,specific,botany/plant biology,0.849409586,0.005939927
Argentina,specific,animal science,29.40741187,0.017411138
Bahamas,specific,animal science,0.002426203,0.002426203
Belize,specific,animal science,1.436672209,0.019680441
Bolivia,specific,animal science,1.885157274,0.00795425
Brazil,specific,animal science,127.7773807,0.022732144
Chile,specific,animal science,18.17881581,0.017053298
Colombia,specific,animal science,6.130598855,0.016659236
Costa.Rica,specific,animal science,1.773608783,0.009691851
Cuba,specific,animal science,0.038301084,0.009575271
Ecuador,specific,animal science,2.470652733,0.00905001
El.Salvador,specific,animal science,0.01581972,0.001977465
Guatemala,specific,animal science,0.115819624,0.007721308
Honduras,specific,animal science,0.006799586,0.002266529
Jamaica,specific,animal science,0.010331064,0.010331064
Mexico,specific,animal science,36.56902266,0.016010956
Nicaragua,specific,animal science,0.112932605,0.112932605
Panama,specific,animal science,0.360489482,0.003247653
Paraguay,specific,animal science,0.253535016,0.007682879
Peru,specific,animal science,3.382213852,0.009527363
Uruguay,specific,animal science,5.432739068,0.036957409
Venezuela,specific,animal science,2.65883742,0.018593269
Argentina,specific,organic chemistry,24.13723969,0.014290846
Bahamas,specific,organic chemistry,0.01280496,0.01280496
Belize,specific,organic chemistry,0.539272459,0.007387294
Bolivia,specific,organic chemistry,0.911877769,0.003847586
Brazil,specific,organic chemistry,91.66784086,0.016308102
Chile,specific,organic chemistry,10.89200378,0.01021764
Colombia,specific,organic chemistry,3.209087702,0.008720347
Costa.Rica,specific,organic chemistry,0.865485874,0.004729431
Cuba,specific,organic chemistry,0.03697617,0.009244043
Ecuador,specific,organic chemistry,2.507713052,0.009185762
El.Salvador,specific,organic chemistry,0.007057894,0.000882237
Guatemala,specific,organic chemistry,0.098891085,0.006592739
Honduras,specific,organic chemistry,0.001440385,0.000480128
Jamaica,specific,organic chemistry,0.004461141,0.004461141
Mexico,specific,organic chemistry,18.31711424,0.008019752
Nicaragua,specific,organic chemistry,0.009107468,0.009107468
Panama,specific,organic chemistry,0.979912312,0.008828039
Paraguay,specific,organic chemistry,0.509347622,0.015434776
Peru,specific,organic chemistry,4.542412588,0.012795528
Uruguay,specific,organic chemistry,2.281400064,0.015519728
Venezuela,specific,organic chemistry,4.78621647,0.033470045
Argentina,specific,biology,68.39502858,0.040494392
Bahamas,specific,biology,0.04138024,0.04138024
Belize,specific,biology,4.234107849,0.058001477
Bolivia,specific,biology,4.235844511,0.017872762
Brazil,specific,biology,149.989694,0.02668381
Chile,specific,biology,29.87957847,0.028029623
Colombia,specific,biology,13.8995056,0.037770396
Costa.Rica,specific,biology,5.465146547,0.029864189
Cuba,specific,biology,0.033610416,0.008402604
Ecuador,specific,biology,2.078775452,0.007614562
El.Salvador,specific,biology,0.062758775,0.007844847
Guatemala,specific,biology,0.520565537,0.034704369
Honduras,specific,biology,0.007658283,0.002552761
Jamaica,specific,biology,0.002582766,0.002582766
Mexico,specific,biology,48.01639302,0.021022939
Nicaragua,specific,biology,0.012750455,0.012750455
Panama,specific,biology,1.789583269,0.016122372
Paraguay,specific,biology,0.425803658,0.012903141
Peru,specific,biology,8.558211325,0.024107638
Uruguay,specific,biology,5.462382047,0.037159062
Venezuela,specific,biology,2.428403234,0.016981841
Argentina,specific,environmental health,31.95093009,0.018917069
Bahamas,specific,environmental health,0.000539156,0.000539156
Belize,specific,environmental health,0.464792835,0.006367025
Bolivia,specific,environmental health,4.156425095,0.017537659
Brazil,specific,environmental health,136.7101574,0.024321323
Chile,specific,environmental health,14.01127813,0.013143788
Colombia,specific,environmental health,9.700814939,0.02636091
Costa.Rica,specific,environmental health,1.609704218,0.008796198
Cuba,specific,environmental health,0.267527357,0.066881839
Ecuador,specific,environmental health,5.065013663,0.018553164
El.Salvador,specific,environmental health,0.020626991,0.002578374
Guatemala,specific,environmental health,0.466515206,0.031101014
Honduras,specific,environmental health,0.002781032,0.000927011
Jamaica,specific,environmental health,0.001408781,0.001408781
Mexico,specific,environmental health,56.94631383,0.024932712
Nicaragua,specific,environmental health,0.003642987,0.003642987
Panama,specific,environmental health,1.270475357,0.011445724
Paraguay,specific,environmental health,0.077259033,0.002341183
Peru,specific,environmental health,5.455995039,0.015369
Uruguay,specific,environmental health,1.860523691,0.012656624
Venezuela,specific,environmental health,4.413062703,0.030860578
Argentina,specific,mineralogy/petrology,19.82385548,0.011737037
Bahamas,specific,mineralogy/petrology,0.174821405,0.174821405
Belize,specific,mineralogy/petrology,0.735605916,0.010076793
Bolivia,specific,mineralogy/petrology,1.98190104,0.008362452
Brazil,specific,mineralogy/petrology,58.79364296,0.010459641
Chile,specific,mineralogy/petrology,8.761589926,0.008219128
Colombia,specific,mineralogy/petrology,2.517051677,0.006839814
Costa.Rica,specific,mineralogy/petrology,0.705842514,0.003857063
Cuba,specific,mineralogy/petrology,0.043008444,0.010752111
Ecuador,specific,mineralogy/petrology,2.126911333,0.007790884
El.Salvador,specific,mineralogy/petrology,0.008590067,0.001073758
Guatemala,specific,mineralogy/petrology,0.091947497,0.006129833
Honduras,specific,mineralogy/petrology,0.004858821,0.001619607
Jamaica,specific,mineralogy/petrology,0.000704391,0.000704391
Mexico,specific,mineralogy/petrology,22.46256852,0.00983475
Nicaragua,specific,mineralogy/petrology,0.005464481,0.005464481
Panama,specific,mineralogy/petrology,0.50954409,0.004590487
Paraguay,specific,mineralogy/petrology,0.267825676,0.00811593
Peru,specific,mineralogy/petrology,4.171600535,0.011750987
Uruguay,specific,mineralogy/petrology,0.87961,0.005983741
Venezuela,specific,mineralogy/petrology,1.435065956,0.010035426
Argentina,specific,"mathematics/statistics, general",49.18408022,0.029120237
Bahamas,specific,"mathematics/statistics, general",0.00148268,0.00148268
Belize,specific,"mathematics/statistics, general",1.534703103,0.02102333
Bolivia,specific,"mathematics/statistics, general",7.572981611,0.031953509
Brazil,specific,"mathematics/statistics, general",176.0047309,0.031311996
Chile,specific,"mathematics/statistics, general",39.62832167,0.037174786
Colombia,specific,"mathematics/statistics, general",10.53745839,0.028634398
Costa.Rica,specific,"mathematics/statistics, general",6.539172912,0.035733185
Cuba,specific,"mathematics/statistics, general",0.189750225,0.047437556
Ecuador,specific,"mathematics/statistics, general",8.185351972,0.029982974
El.Salvador,specific,"mathematics/statistics, general",0.54477923,0.068097404
Guatemala,specific,"mathematics/statistics, general",0.788240164,0.052549344
Honduras,specific,"mathematics/statistics, general",0.003578316,0.001192772
Jamaica,specific,"mathematics/statistics, general",0.000234797,0.000234797
Mexico,specific,"mathematics/statistics, general",74.20847994,0.032490578
Nicaragua,specific,"mathematics/statistics, general",0.001821494,0.001821494
Panama,specific,"mathematics/statistics, general",4.17316315,0.037596064
Paraguay,specific,"mathematics/statistics, general",1.32548905,0.040166335
Peru,specific,"mathematics/statistics, general",10.88652726,0.030666274
Uruguay,specific,"mathematics/statistics, general",5.280594425,0.035922411
Venezuela,specific,"mathematics/statistics, general",3.878637237,0.027123337
Argentina,specific,statistics,86.66858627,0.05131355
Bahamas,specific,statistics,0.001347891,0.001347891
Belize,specific,statistics,2.513092566,0.034425926
Bolivia,specific,statistics,7.092461912,0.029926
Brazil,specific,statistics,265.2088752,0.047181796
Chile,specific,statistics,51.83338935,0.048624193
Colombia,specific,statistics,18.02110565,0.048970396
Costa.Rica,specific,statistics,6.285271964,0.034345748
Cuba,specific,statistics,0.030223404,0.007555851
Ecuador,specific,statistics,16.38080287,0.060002941
El.Salvador,specific,statistics,0.161649556,0.020206195
Guatemala,specific,statistics,0.584748464,0.038983231
Honduras,specific,statistics,0.131391286,0.043797095
Jamaica,specific,statistics,0.012209439,0.012209439
Mexico,specific,statistics,84.68681285,0.037078289
Nicaragua,specific,statistics,0.010928962,0.010928962
Panama,specific,statistics,6.449675551,0.058105185
Paraguay,specific,statistics,1.350933066,0.040937366
Peru,specific,statistics,10.95884634,0.03086999
Uruguay,specific,statistics,8.995632882,0.061194782
Venezuela,specific,statistics,4.635924286,0.032419051
Argentina,specific,hydrology & water resources,319.030581,0.188887259
Bahamas,specific,hydrology & water resources,0.035449521,0.035449521
Belize,specific,hydrology & water resources,10.68814625,0.146412962
Bolivia,specific,hydrology & water resources,55.1327899,0.232627806
Brazil,specific,hydrology & water resources,1002.256054,0.178305649
Chile,specific,hydrology & water resources,210.2317878,0.197215561
Colombia,specific,hydrology & water resources,69.86737604,0.189857
Costa.Rica,specific,hydrology & water resources,45.21757477,0.247090573
Cuba,specific,hydrology & water resources,0.555616601,0.13890415
Ecuador,specific,hydrology & water resources,64.88875834,0.237687759
El.Salvador,specific,hydrology & water resources,1.344492946,0.168061618
Guatemala,specific,hydrology & water resources,2.498222456,0.166548164
Honduras,specific,hydrology & water resources,0.193003808,0.064334603
Jamaica,specific,hydrology & water resources,0.066917117,0.066917117
Mexico,specific,hydrology & water resources,471.2565209,0.206329475
Nicaragua,specific,hydrology & water resources,0.081967213,0.081967213
Panama,specific,hydrology & water resources,22.15274492,0.199574279
Paraguay,specific,hydrology & water resources,9.697529438,0.293864528
Peru,specific,hydrology & water resources,78.09854099,0.21999589
Uruguay,specific,hydrology & water resources,24.32863577,0.165500924
Venezuela,specific,hydrology & water resources,23.01964111,0.160976511
Argentina,specific,civil engineering,61.22839088,0.036251268
Bahamas,specific,civil engineering,0.005930718,0.005930718
Belize,specific,civil engineering,2.437183896,0.033386081
Bolivia,specific,civil engineering,14.01925165,0.059152961
Brazil,specific,civil engineering,467.3892215,0.083150546
Chile,specific,civil engineering,52.53572324,0.049283042
Colombia,specific,civil engineering,35.90390194,0.097564951
Costa.Rica,specific,civil engineering,8.072420321,0.044111586
Cuba,specific,civil engineering,0.76692925,0.191732313
Ecuador,specific,civil engineering,16.68636449,0.061122214
El.Salvador,specific,civil engineering,0.572732679,0.071591585
Guatemala,specific,civil engineering,0.683549854,0.04556999
Honduras,specific,civil engineering,0.035824989,0.011941663
Jamaica,specific,civil engineering,0.416999296,0.416999296
Mexico,specific,civil engineering,174.5034297,0.076402552
Nicaragua,specific,civil engineering,0.054644809,0.054644809
Panama,specific,civil engineering,4.045093622,0.036442285
Paraguay,specific,civil engineering,2.44715021,0.074156067
Peru,specific,civil engineering,17.98893183,0.050673047
Uruguay,specific,civil engineering,6.93161896,0.04715387
Venezuela,specific,civil engineering,6.421276296,0.04490403
Argentina,specific,"oceanography, chemical and physical",24.44002486,0.014470115
Bahamas,specific,"oceanography, chemical and physical",0.000404367,0.000404367
Belize,specific,"oceanography, chemical and physical",1.111384105,0.01522444
Bolivia,specific,"oceanography, chemical and physical",5.279387714,0.022275898
Brazil,specific,"oceanography, chemical and physical",68.11017634,0.012117092
Chile,specific,"oceanography, chemical and physical",25.32157121,0.023753819
Colombia,specific,"oceanography, chemical and physical",5.705106383,0.015503006
Costa.Rica,specific,"oceanography, chemical and physical",2.860514483,0.015631227
Cuba,specific,"oceanography, chemical and physical",0.030656515,0.007664129
Ecuador,specific,"oceanography, chemical and physical",4.766541073,0.017459857
El.Salvador,specific,"oceanography, chemical and physical",0.055742337,0.006967792
Guatemala,specific,"oceanography, chemical and physical",0.372224481,0.024814965
Honduras,specific,"oceanography, chemical and physical",0.040887212,0.013629071
Jamaica,specific,"oceanography, chemical and physical",0.029819206,0.029819206
Mexico,specific,"oceanography, chemical and physical",33.45354196,0.01464691
Nicaragua,specific,"oceanography, chemical and physical",0.001821494,0.001821494
Panama,specific,"oceanography, chemical and physical",3.545594112,0.031942289
Paraguay,specific,"oceanography, chemical and physical",0.396965468,0.012029257
Peru,specific,"oceanography, chemical and physical",16.62205692,0.046822696
Uruguay,specific,"oceanography, chemical and physical",3.581160636,0.024361637
Venezuela,specific,"oceanography, chemical and physical",1.67731353,0.011729465
Argentina,specific,agronomy & crop science,59.12928114,0.035008455
Bahamas,specific,agronomy & crop science,0.003639304,0.003639304
Belize,specific,agronomy & crop science,0.84418411,0.011564166
Bolivia,specific,agronomy & crop science,6.477174934,0.027329852
Brazil,specific,agronomy & crop science,192.8096709,0.034301667
Chile,specific,agronomy & crop science,21.38842111,0.020064185
Colombia,specific,agronomy & crop science,10.17558151,0.027651037
Costa.Rica,specific,agronomy & crop science,5.761013089,0.031480946
Cuba,specific,agronomy & crop science,0.026803553,0.006700888
Ecuador,specific,agronomy & crop science,4.374337662,0.016023215
El.Salvador,specific,agronomy & crop science,0.264890341,0.033111293
Guatemala,specific,agronomy & crop science,0.155252514,0.010350168
Honduras,specific,agronomy & crop science,0.132700013,0.044233338
Jamaica,specific,agronomy & crop science,0.000704391,0.000704391
Mexico,specific,agronomy & crop science,42.33928133,0.018537339
Nicaragua,specific,agronomy & crop science,0.009107468,0.009107468
Panama,specific,agronomy & crop science,0.524401841,0.004724341
Paraguay,specific,agronomy & crop science,0.389655083,0.01180773
Peru,specific,agronomy & crop science,4.363816671,0.012292441
Uruguay,specific,agronomy & crop science,4.353699873,0.029617006
Venezuela,specific,agronomy & crop science,2.876205212,0.020113323
Argentina,specific,geomorphology,39.72777337,0.023521476
Bahamas,specific,geomorphology,0.000808734,0.000808734
Belize,specific,geomorphology,4.799705096,0.065749385
Bolivia,specific,geomorphology,7.394904775,0.03120213
Brazil,specific,geomorphology,70.91166087,0.012615489
Chile,specific,geomorphology,25.52407811,0.023943788
Colombia,specific,geomorphology,6.28446491,0.01707735
Costa.Rica,specific,geomorphology,3.773738664,0.020621523
Cuba,specific,geomorphology,0.06408206,0.016020515
Ecuador,specific,geomorphology,4.028868421,0.01475776
El.Salvador,specific,geomorphology,0.299884231,0.037485529
Guatemala,specific,geomorphology,0.834511291,0.055634086
Honduras,specific,geomorphology,0.002287,0.000762333
Jamaica,specific,geomorphology,0.004695938,0.004695938
Mexico,specific,geomorphology,47.54308242,0.02081571
Nicaragua,specific,geomorphology,0.029143898,0.029143898
Panama,specific,geomorphology,2.613199185,0.023542335
Paraguay,specific,geomorphology,0.875603189,0.02653343
Peru,specific,geomorphology,12.01167912,0.033835716
Uruguay,specific,geomorphology,1.026029286,0.006979791
Venezuela,specific,geomorphology,2.443773633,0.017089326
Argentina,specific,plant physiology,26.90108878,0.015927228
Bahamas,specific,plant physiology,0.002291414,0.002291414
Belize,specific,plant physiology,0.898679161,0.012310673
Bolivia,specific,plant physiology,1.532543896,0.00646643
Brazil,specific,plant physiology,77.85260426,0.013850312
Chile,specific,plant physiology,15.25704972,0.014312429
Colombia,specific,plant physiology,3.881372116,0.010547207
Costa.Rica,specific,plant physiology,3.150790012,0.017217432
Cuba,specific,plant physiology,0.017362312,0.004340578
Ecuador,specific,plant physiology,1.928931845,0.007065684
El.Salvador,specific,plant physiology,0.060056089,0.007507011
Guatemala,specific,plant physiology,0.031928102,0.00212854
Honduras,specific,plant physiology,0.003534682,0.001178227
Jamaica,specific,plant physiology,0.000234797,0.000234797
Mexico,specific,plant physiology,23.82990723,0.010433409
Nicaragua,specific,plant physiology,0.001821494,0.001821494
Panama,specific,plant physiology,4.000265406,0.036038427
Paraguay,specific,plant physiology,0.06954156,0.00210732
Peru,specific,plant physiology,1.342523292,0.003781756
Uruguay,specific,plant physiology,1.190749075,0.008100334
Venezuela,specific,plant physiology,5.061494757,0.035395068
Argentina,specific,engineering,29.84745909,0.017671675
Bahamas,specific,engineering,0.000673945,0.000673945
Belize,specific,engineering,0.715398928,0.009799985
Bolivia,specific,engineering,8.494413146,0.035841406
Brazil,specific,engineering,151.835216,0.027012136
Chile,specific,engineering,37.72846609,0.035392557
Colombia,specific,engineering,8.108599735,0.022034238
Costa.Rica,specific,engineering,1.361933635,0.00744226
Cuba,specific,engineering,0.0267342,0.00668355
Ecuador,specific,engineering,6.522229418,0.02389095
El.Salvador,specific,engineering,0.591307108,0.073913389
Guatemala,specific,engineering,0.057587404,0.00383916
Honduras,specific,engineering,0.110150266,0.036716755
Jamaica,specific,engineering,0.000704391,0.000704391
Mexico,specific,engineering,57.76635359,0.025291749
Nicaragua,specific,engineering,0.005464481,0.005464481
Panama,specific,engineering,0.692464327,0.006238417
Paraguay,specific,engineering,0.178103317,0.00539707
Peru,specific,engineering,16.73635168,0.047144653
Uruguay,specific,engineering,3.085260115,0.020988164
Venezuela,specific,engineering,3.632605224,0.025402834
Argentina,specific,fishing & fisheries sciences/management,12.03914743,0.007127974
Bahamas,specific,fishing & fisheries sciences/management,0.000134789,0.000134789
Belize,specific,fishing & fisheries sciences/management,0.654319225,0.008963277
Bolivia,specific,fishing & fisheries sciences/management,0.878862832,0.003708282
Brazil,specific,fishing & fisheries sciences/management,36.77583447,0.006542579
Chile,specific,fishing & fisheries sciences/management,6.314506505,0.005923552
Colombia,specific,fishing & fisheries sciences/management,1.380128765,0.00375035
Costa.Rica,specific,fishing & fisheries sciences/management,0.600544675,0.003281665
Cuba,specific,fishing & fisheries sciences/management,0.010403739,0.002600935
Ecuador,specific,fishing & fisheries sciences/management,1.33499933,0.004890107
El.Salvador,specific,fishing & fisheries sciences/management,0.011786926,0.001473366
Guatemala,specific,fishing & fisheries sciences/management,0.019320256,0.001288017
Honduras,specific,fishing & fisheries sciences/management,0.063247575,0.021082525
Jamaica,specific,fishing & fisheries sciences/management,0.015731392,0.015731392
Mexico,specific,fishing & fisheries sciences/management,11.78688672,0.005160633
Nicaragua,specific,fishing & fisheries sciences/management,0.005464481,0.005464481
Panama,specific,fishing & fisheries sciences/management,0.354715851,0.003195638
Paraguay,specific,fishing & fisheries sciences/management,0.442192446,0.013399771
Peru,specific,fishing & fisheries sciences/management,2.594434669,0.007308267
Uruguay,specific,fishing & fisheries sciences/management,2.055931223,0.013985927
Venezuela,specific,fishing & fisheries sciences/management,0.730520574,0.005108535
Argentina,specific,ecology,101.7568765,0.060246819
Bahamas,specific,ecology,0.004178461,0.004178461
Belize,specific,ecology,3.79367073,0.051968092
Bolivia,specific,ecology,5.182672997,0.021867819
Brazil,specific,ecology,336.7966521,0.059917568
Chile,specific,ecology,36.06452133,0.033831634
Colombia,specific,ecology,12.7593181,0.03467206
Costa.Rica,specific,ecology,14.35048302,0.07841794
Cuba,specific,ecology,0.062239314,0.015559829
Ecuador,specific,ecology,12.59044306,0.046118839
El.Salvador,specific,ecology,0.04640801,0.005801001
Guatemala,specific,ecology,0.393707361,0.026247157
Honduras,specific,ecology,0.006679108,0.002226369
Jamaica,specific,ecology,0.005869923,0.005869923
Mexico,specific,ecology,76.46595011,0.033478962
Nicaragua,specific,ecology,0.016393443,0.016393443
Panama,specific,ecology,9.626368189,0.086724038
Paraguay,specific,ecology,1.922892685,0.058269475
Peru,specific,ecology,8.769905213,0.024703958
Uruguay,specific,ecology,11.5317043,0.078446968
Venezuela,specific,ecology,6.144646727,0.042969558
Argentina,specific,geophysics & seismology,18.46514261,0.010932589
Bahamas,specific,geophysics & seismology,0.002156625,0.002156625
Belize,specific,geophysics & seismology,0.506189428,0.006934102
Bolivia,specific,geophysics & seismology,4.115447261,0.017364756
Brazil,specific,geophysics & seismology,43.75252062,0.007783761
Chile,specific,geophysics & seismology,19.83956852,0.018611228
Colombia,specific,geophysics & seismology,6.473539448,0.01759114
Costa.Rica,specific,geophysics & seismology,5.802298113,0.031706547
Cuba,specific,geophysics & seismology,0.015518046,0.003879511
Ecuador,specific,geophysics & seismology,5.845819472,0.021413258
El.Salvador,specific,geophysics & seismology,2.117741983,0.264717748
Guatemala,specific,geophysics & seismology,1.304395668,0.086959711
Honduras,specific,geophysics & seismology,0.001600265,0.000533422
Jamaica,specific,geophysics & seismology,0.000469594,0.000469594
Mexico,specific,geophysics & seismology,71.1018252,0.031130396
Nicaragua,specific,geophysics & seismology,0.003642987,0.003642987
Panama,specific,geophysics & seismology,1.609002187,0.014495515
Paraguay,specific,geophysics & seismology,0.22938954,0.006951198
Peru,specific,geophysics & seismology,4.956418722,0.013961743
Uruguay,specific,geophysics & seismology,0.946026047,0.006435551
Venezuela,specific,geophysics & seismology,1.014310986,0.007093084
Argentina,specific,toxicology,36.41356434,0.021559245
Bahamas,specific,toxicology,0.000134789,0.000134789
Belize,specific,toxicology,0.20383082,0.002792203
Bolivia,specific,toxicology,0.291202151,0.001228701
Brazil,specific,toxicology,119.0301008,0.021175965
Chile,specific,toxicology,12.33560714,0.011571864
Colombia,specific,toxicology,2.454447898,0.006669695
Costa.Rica,specific,toxicology,0.641183285,0.003503734
Cuba,specific,toxicology,0.007348011,0.001837003
Ecuador,specific,toxicology,0.54029578,0.001979105
El.Salvador,specific,toxicology,0.00914967,0.001143709
Guatemala,specific,toxicology,0.011117966,0.000741198
Honduras,specific,toxicology,0.001823674,0.000607891
Jamaica,specific,toxicology,0.000704391,0.000704391
Mexico,specific,toxicology,31.72141877,0.013888537
Nicaragua,specific,toxicology,0.005464481,0.005464481
Panama,specific,toxicology,0.079695743,0.00071798
Paraguay,specific,toxicology,0.111193496,0.0033695
Peru,specific,toxicology,1.970177723,0.005549796
Uruguay,specific,toxicology,2.607346475,0.017737051
Venezuela,specific,toxicology,0.968292646,0.006771277
Argentina,specific,environmental toxicology,69.83201403,0.041345183
Bahamas,specific,environmental toxicology,0.002695781,0.002695781
Belize,specific,environmental toxicology,1.936163712,0.026522791
Bolivia,specific,environmental toxicology,5.746147739,0.024245349
Brazil,specific,environmental toxicology,247.0399408,0.043949465
Chile,specific,environmental toxicology,33.23032437,0.031172912
Colombia,specific,environmental toxicology,10.69244179,0.029055548
Costa.Rica,specific,environmental toxicology,5.562952876,0.03039865
Cuba,specific,environmental toxicology,0.65278251,0.163195627
Ecuador,specific,environmental toxicology,3.613617911,0.013236696
El.Salvador,specific,environmental toxicology,0.026568192,0.003321024
Guatemala,specific,environmental toxicology,0.257496057,0.017166404
Honduras,specific,environmental toxicology,0.120469137,0.040156379
Jamaica,specific,environmental toxicology,0.000469594,0.000469594
Mexico,specific,environmental toxicology,90.28224104,0.039528127
Nicaragua,specific,environmental toxicology,0.214936248,0.214936248
Panama,specific,environmental toxicology,0.268734126,0.002421028
Paraguay,specific,environmental toxicology,1.224196922,0.037096876
Peru,specific,environmental toxicology,5.719045642,0.016109988
Uruguay,specific,environmental toxicology,3.608018645,0.024544345
Venezuela,specific,environmental toxicology,6.775092029,0.047378266
Argentina,specific,geochemistry,49.56202718,0.029344007
Bahamas,specific,geochemistry,0.105000674,0.105000674
Belize,specific,geochemistry,1.37357259,0.018816063
Bolivia,specific,geochemistry,5.984348983,0.025250418
Brazil,specific,geochemistry,71.35933301,0.012695131
Chile,specific,geochemistry,17.21782791,0.016151809
Colombia,specific,geochemistry,3.867236858,0.010508796
Costa.Rica,specific,geochemistry,2.828604659,0.015456856
Cuba,specific,geochemistry,0.049805915,0.012451479
Ecuador,specific,geochemistry,2.501380387,0.009162566
El.Salvador,specific,geochemistry,0.328177945,0.041022243
Guatemala,specific,geochemistry,0.347093869,0.023139591
Honduras,specific,geochemistry,0.015998877,0.005332959
Jamaica,specific,geochemistry,0.000234797,0.000234797
Mexico,specific,geochemistry,46.97405748,0.020566575
Nicaragua,specific,geochemistry,0.001821494,0.001821494
Panama,specific,geochemistry,1.453180511,0.013091716
Paraguay,specific,geochemistry,1.122969662,0.034029384
Peru,specific,geochemistry,5.244790389,0.014774057
Uruguay,specific,geochemistry,1.017085017,0.006918946
Venezuela,specific,geochemistry,4.999512322,0.034961625
Argentina,specific,sociology,6.000382415,0.003552624
Bahamas,specific,sociology,0.000134789,0.000134789
Belize,specific,sociology,0.953721886,0.013064683
Bolivia,specific,sociology,7.367037065,0.031084545
Brazil,specific,sociology,38.03255424,0.006766154
Chile,specific,sociology,7.877139249,0.007389436
Colombia,specific,sociology,6.614968674,0.017975458
Costa.Rica,specific,sociology,2.6032678,0.014225507
Cuba,specific,sociology,0.008787935,0.002196984
Ecuador,specific,sociology,6.283280974,0.023015681
El.Salvador,specific,sociology,0.081541005,0.010192626
Guatemala,specific,sociology,0.294660029,0.019644002
Honduras,specific,sociology,0.484847517,0.161615839
Jamaica,specific,sociology,0.039680676,0.039680676
Mexico,specific,sociology,22.80068723,0.009982788
Nicaragua,specific,sociology,0.001821494,0.001821494
Panama,specific,sociology,0.227084651,0.002045808
Paraguay,specific,sociology,0.53107754,0.016093259
Peru,specific,sociology,8.420812038,0.023720597
Uruguay,specific,sociology,0.569010024,0.003870816
Venezuela,specific,sociology,0.908327059,0.006351937
Argentina,specific,ocean/marine science,20.48372832,0.012127725
Bahamas,specific,ocean/marine science,0.009570023,0.009570023
Belize,specific,ocean/marine science,1.601720165,0.021941372
Bolivia,specific,ocean/marine science,0.527864231,0.002227275
Brazil,specific,ocean/marine science,63.7147206,0.011335122
Chile,specific,ocean/marine science,34.97891275,0.032813239
Colombia,specific,ocean/marine science,2.358855732,0.006409934
Costa.Rica,specific,ocean/marine science,2.004466224,0.010953367
Cuba,specific,ocean/marine science,0.064631604,0.016157901
Ecuador,specific,ocean/marine science,0.657240756,0.002407475
El.Salvador,specific,ocean/marine science,0.013314213,0.001664277
Guatemala,specific,ocean/marine science,0.032750222,0.002183348
Honduras,specific,ocean/marine science,0.007991164,0.002663721
Jamaica,specific,ocean/marine science,0.029349613,0.029349613
Mexico,specific,ocean/marine science,49.85866872,0.02182954
Nicaragua,specific,ocean/marine science,0.001821494,0.001821494
Panama,specific,ocean/marine science,0.984835102,0.008872388
Paraguay,specific,ocean/marine science,0.25731325,0.007797371
Peru,specific,ocean/marine science,10.96596993,0.030890056
Uruguay,specific,ocean/marine science,3.423062795,0.023286141
Venezuela,specific,ocean/marine science,4.291683,0.030011769
